x,y,z
0.0,1.68798142024757,1.03305224712542
0.010010010010010001,1.7353279527603602,1.03440813202317
0.020020020020020002,1.77864900024885,1.03558838713113
0.03003003003003,1.8184370090568998,1.0366250611721801
0.040040040040040005,1.8551072498410002,1.0375428523547099
0.0500500500500501,1.88901236617801,1.038361101434
0.0600600600600601,1.92045375162913,1.0390951696394999
0.0700700700700701,1.94969053359678,1.03975741212759
0.0800800800800801,1.97694673140414,1.04035787901623
0.0900900900900901,2.00241700730712,1.04090482897934
0.10010010010010001,2.02627132288837,1.04140511137652
0.11011011011011,2.04865873642759,1.0418644545712
0.12012012012012,2.06971052062039,1.04228768625001
0.13013013013013,2.0895427384526597,1.0426789037457
0.14014014014014,2.1082583840024998,1.04304160711788
0.15015015015014999,2.1259491715549,1.0433788041579
0.16016016016016002,2.1426970386366,1.0436930939933902
0.17017017017017003,2.15857541495392,1.04398673421386
0.18018018018018,2.1736502986946498,1.04426169518607
0.19019019019019,2.1879811734698302,1.0445197043235102
0.20020020020020002,2.20162179276037,1.0447622824128902
0.21021021021020997,2.21462085367915,1.04499077361196
0.22022022022022,2.22702257785035,1.04520637036881
0.23023023023023,2.23886721400918,1.04541013423803
0.24024024024024,2.2501914743587004,1.04560301336106
0.25025025025025,2.2610289146509,1.04578585721804
0.26026026026026,2.27141026628122,1.04595942913552
0.27027027027027,2.2813637273188503,1.0461244169384
0.28028028028028,2.2909152182774704,1.04628144205964
0.29029029029028997,2.30008860751138,1.04643106736205
0.30030030030029997,2.30890591036381,1.04657380387977
0.31031031031031003,2.31738746556554,1.04671011664954
0.32032032032032004,2.3255520918592003,1.04684042977201
0.33033033033033005,2.33341722738791,1.04696513081911
0.34034034034034005,2.3409990540211605,1.04708457468404
0.35035035035035,2.34831260848349,1.04719908695436
0.36036036036036,2.35537188189182,1.04730896687575
0.37037037037037,2.3621899090879,1.0474144899631601
0.38038038038038,2.3687788489659702,1.0475159103075
0.39039039039039003,2.37515005683714,1.04761346261829
0.40040040040040004,2.38131414973653,1.04770736403707
0.41041041041040993,2.38728106546325,1.04779781575092
0.42042042042041994,2.3930601160437996,1.04788500443128
0.43043043043043,2.39866003622408,1.04796910351997
0.44044044044044,2.4040890275208,1.04805027438071
0.45045045045045,2.4093547982998595,1.04812866733255
0.46046046046046,2.41446460029331,1.04820442257888
0.47047047047046997,2.41942526191902,1.0482776710443
0.48048048048048,2.4242432187245697,1.0483485351297
0.49049049049049,2.42892454124123,1.04841712939482
0.500500500500501,2.43347496050121,1.04848356117624
0.510510510510511,2.43789989144381,1.04854793114784
0.520520520520521,2.44220445441154,1.04861033382986
0.530530530530531,2.44639349491546,1.04867085805202
0.540540540540541,2.4504716018303503,1.04872958737537
0.550550550550551,2.45444312416316,1.04878660047722
0.560560560560561,2.45831218652371,1.0488419715028299
0.570570570570571,2.46208270341322,1.0488957703870199
0.580580580580581,2.46575839243481,1.0489480631489398
0.590590590590591,2.46934278651965,1.04899891216228
0.600600600600601,2.47283924525327,1.04904837640349
0.610610610610611,2.4762509653783797,1.04909651167995
0.620620620620621,2.47958099054319,1.04914337084004
0.630630630630631,2.48283222035777,1.04918900396663
0.640640640640641,2.48600741881504,1.0492334585557
0.650650650650651,2.4891092221277598,1.0492767796812
0.660660660660661,2.4921401460283,1.04931901014751
0.670670670670671,2.49510259257369,1.0493601906305001
0.680680680680681,2.4979988564945,1.0494003598082
0.690690690690691,2.50083113112293,1.04943955448202
0.700700700700701,2.50360151393235,1.04947780968912
0.7107107107107109,2.5063120117174704,1.04951515880695
0.7207207207207209,2.50896454544234,1.0495516336503499
0.7307307307307309,2.51156095478044,1.04958726456193
0.7407407407407409,2.51410300236977,1.0496220804962602
0.750750750750751,2.5165923778033,1.04965610909836
0.760760760760761,2.5190307013739903,1.04968937677687
0.770770770770771,2.5214195275917404,1.0497219087724399
